artist,year,title,genre,faces,black_1,black_2,black_3,white_1,white_2,white_3,red_1,red_2,red_3,lime_1,lime_2,lime_3,blue_1,blue_2,blue_3,yellow_1,yellow_2,yellow_3,cyan_1,cyan_2,cyan_3,magenta_1,magenta_2,magenta_3,silver_1,silver_2,silver_3,gray_1,gray_2,gray_3,maroon_1,maroon_2,maroon_3,olive_1,olive_2,olive_3,green_1,green_2,green_3,purple_1,purple_2,purple_3,teal_1,teal_2,teal_3,navy_1,navy_2,navy_3
DJ Khaled,2006,Listennn,Hip Hop,0,0.0068,0.0086,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4372,0,0,0.0123,0.0108,0,0.0679,0.061,0.01,0.0516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean Martin,2017,The Dean Martin Christmas Album,Pop,1,0.3947,0.0252,0.0244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0.0018,0,0.0026,0.0201,0,0.1678,0.0292,0.0191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hank Thompson,1980,Take Me Back To Tulsa,"Folk, World, & Country",1,0.1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674,0.0798,0.0805,0.0535,0.0198,0.0238,0,0,0,0.0263,0,0,0,0,0,0,0,0,0.0122,0,0,0,0,0
Mel Tillis,1977,Heart Healer,"Folk, World, & Country",1,0,0,0,0,0,0,0.0047,0.0006,0,0,0,0,0,0,0,0.0015,0.0036,0,0,0,0,0,0,0,0.0939,0.0535,0,0.0949,0,0,0.0704,0,0,0.2107,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0
The Waterboys,2003,Universal Hall,Rock,0,0.028,0.479,0,0.0227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177,0.0158,0.0113,0.0181,0.0126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Berry,1994,Saddle The Wind,"Folk, World, & Country",1,0.3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388,0.0286,0,0.0571,0.0313,0.0274,0.0345,0,0,0,0,0,0,0,0,0.1949,0.0845,0.027,0,0,0,0,0,0
The Dells,1989,There Is,Funk / Soul,5,0.4531,0.0165,0.0201,0.0225,0.0441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234,0.0182,0,0.0119,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0053,0,0,0,0
Arctic Monkeys,2009,Humbug,Rock,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548,0.0278,0.0312,0.1008,0.2035,0.0405,0.2713,0.028,0.0151,0.0445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carrie Underwood,2015,Storyteller,Rock,1,0,0,0,0.4545,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,0.0075,0,0,0,0,0.018,0.0087,0.0121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banda El Recodo,1994,De Mexico Y Para El Mundo,Latin,0,0.0262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.0831,0.0205,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407,0,0
Camilo Sesto,1972,Algo De Mi,Rock,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588,0,0,0.036,0.0126,0.0131,0.3137,0.3029,0.0111,0.0107,0.0139,0,0,0,0,0,0,0,0,0,0,0,0,0
Dustin Lynch,2014,Where It's At,"Folk, World, & Country",1,0.1729,0.0713,0.0463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285,0,0,0.2028,0.1586,0.1159,0.0222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hiroshima,1987,Go,Jazz,0,0.3563,0.0116,0.0106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2394,0.0485,0.0649,0.0148,0,0,0,0,0,0.0102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linda Ronstadt,1993,Winter Light,Rock,0,0.0031,0,0,0.2928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331,0.1861,0.0466,0.0293,0.0519,0.0102,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0,0,0
Cast,2010,"Glee: The Music, Volume 4",Pop,9,0.0164,0,0,0.0412,0,0,0.0189,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0,0,0,0,0.0076,0,0,0.3458,0.0508,0.0043,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankie Valli,1975,Closeup,Funk / Soul,1,0.4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352,0,0,0.0813,0.0115,0.0119,0.0547,0.0226,0.019,0.0392,0.0516,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Carlos,1984,Roberto Carlos,Latin,1,0.084,0.0952,0.0231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339,0,0,0.0216,0.0133,0,0.0223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298,0.0252,0.0235
Enrico Pieranunzi,2015,Proximity,Jazz,4,0.0582,0,0,0.0826,0,0,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1156,0,0,0.0385,0.0898,0.0789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Hill,1975,Dan Hill,Rock,0,0.0079,0.2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4597,0.1203,0.0458,0.0486,0.0297,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM,2010,Thing,Electronic,0,0.0394,0,0,0.0042,0,0,0.0407,0.0148,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.0058,0.0089,0,0.066,0.0291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brothers Osborne,1962,Blue Grass Music,"Folk, World, & Country",0,0.059,0,0,0.1765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525,0.0076,0,0.1426,0.1116,0.0315,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0
August Alsina,2014,Testimony,Hip Hop,0,0,0,0,0.0553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762,0.0266,0,0.0084,0.0041,0.0069,0.0655,0,0,0.0036,0.006,0.0016,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Rabbitt,1975,Eddie Rabbitt,"Folk, World, & Country",1,0.2602,0,0,0.0362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348,0,0,0.3668,0.0611,0.0378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pam Tillis,1998,Every Time,"Folk, World, & Country",1,0.6076,0.0499,0.0247,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236,0,0,0.0188,0,0,0.0579,0.0116,0,0.0178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tank,1991,Drunk Tank,Rock,1,0.0562,0.0393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3646,0.0879,0.051,0.0779,0.033,0.0335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826,0,0
Sheryl Crow,2001,The Globe Sessions,Rock,1,0.2539,0.1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1153,0,0,0.1191,0.1687,0.0817,0,0,0,0.0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karel Gott,1987,Karisma,Pop,1,0.0672,0,0,0,0,0,0.0232,0.0086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3445,0.0871,0.0394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207,0.0055,0.0067
Keiko Matsui,2001,Deep Blue,Jazz,1,0.1128,0,0,0.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969,0.0442,0.0319,0.031,0.0598,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metric,2012,Cosmopolis Original Motion Picture Soundtrack,Electronic,0,0.1475,0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167,0.0093,0.0164,0.0679,0.0556,0,0.0389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David J,2011,Not Long For This World,Rock,0,0,0,0,0.8649,0.0323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337,0.0273,0.0306,0.002,0.0008,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diana Ross,1983,Ross,Electronic,1,0.1136,0.0469,0,0,0,0,0.1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1097,0.0388,0,0.028,0.0296,0.0215,0.1027,0,0,0,0,0,0,0,0,0.0187,0,0,0,0,0,0,0,0
Mal Waldron,1990,In Retrospect,Jazz,0,0.0608,0.0662,0.0436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465,0.0488,0.0608,0,0,0,0,0,0,0,0,0,0,0,0,0.0509,0.0081,0.015,0,0,0
The Isley Brothers,1971,Givin' It Back,Funk / Soul,3,0.138,0.0667,0,0.0788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608,0,0,0.079,0.0663,0,0.1814,0,0,0.1415,0.0248,0,0,0,0,0,0,0,0,0,0,0.0523,0,0
John Prine,2018,The Tree Of Forgiveness,"Folk, World, & Country",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527,0.0247,0.0264,0.1958,0.0329,0.0233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545,0,0
Del McCoury,1998,"Mac, Doc & Del","Folk, World, & Country",0,0.1901,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993,0.0178,0,0.2394,0.1874,0.1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Country Joe McDonald,1971,War War War,Rock,1,0.1761,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343,0.0509,0,0.0962,0.1143,0.0737,0.0128,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmanuel,1992,Ese Soy Yo,Latin,1,0.169,0.129,0,0.288,0,0,0.076,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712,0,0,0.0415,0.0017,0,0.0106,0.0058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Hamilton IV,1974,Bluegrass Gospel ,"Folk, World, & Country",0,0.0295,0,0,0.0533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885,0.0146,0.004,0.2998,0.0551,0.0716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0
Troop,1988,Troop,Hip Hop,5,0.1476,0.0646,0.0659,0.2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1004,0.0522,0,0.041,0.0404,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian May,2017,Sky Pirates (Original Motion Picture Soundtrack),Stage & Screen,1,0.0213,0,0,0,0,0,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484,0.0464,0.0375,0.0767,0.0423,0.05,0.0291,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Wesley Ryles,1979,Let The Night Begin,"Folk, World, & Country",2,0.0466,0.1025,0.0527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2867,0.2981,0.1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adele,1978,Die Fledermaus By Johann Strauss,Classical,1,0.2526,0.0633,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258,0,0,0,0,0,0.1066,0.0158,0.0137,0.0453,0.0381,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheila E.,1984,In The Glamorous Life,Electronic,1,0.2621,0.1495,0.0428,0.1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1099,0.0003,0,0.0734,0.0587,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Kahler,1995,Jeff's Last Dance Vol.II,"Folk, World, & Country",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3307,0.2107,0.0515,0.2033,0.0596,0.0273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roy Clark,1981,The Last Word In Jesus Is Us,"Folk, World, & Country",1,0.0866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6771,0.0436,0.0288,0.0174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vonda Shepard,2008,From The Sun,Funk / Soul,0,0.0409,0,0,0.0676,0.8085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0.0099,0.0015,0.0137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Monkees,2012,Justus,Rock,3,0.006,0,0,0.7245,0,0,0.0204,0.0107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062,0,0,0.0073,0,0,0.0076,0.0111,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DW,1999,Magic World,Rock,0,0.2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874,0,0,0.0016,0,0,0.051,0.0336,0.0161,0.0233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wynn Stewart,1967,It's Such A Pretty World Today,"Folk, World, & Country",1,0.1545,0.0327,0.0293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292,0,0,0.0576,0.0176,0.0125,0.0776,0.0418,0,0.0911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Wilson,2010,Reimagines Gershwin,Rock,0,0.4035,0,0,0,0,0,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0.0011,0.0029,0.0059,0.0016,0.0051,0,0,0,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Norman,2001,Only Visiting This Planet,Rock,1,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102,0.0073,0.0617,0.1008,0.1212,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vivian Green,2012,The Green Room,Funk / Soul,1,0.0071,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1979,0.046,0,0.2815,0.0477,0.0185,0.0095,0,0,0.0179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Susan Raye,1976,Honey Toast And Sunshine,"Folk, World, & Country",1,0,0,0,0.0098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589,0,0,0.0466,0.0397,0.0371,0.0328,0.0024,0,0.0277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vince Gill,1985,The Things That Matter,"Folk, World, & Country",1,0.15,0.0478,0,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952,0.0159,0,0.0402,0.068,0,0.0725,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245,0,0
Sting,2010,Symphonicities,Rock,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1665,0,0,0.0171,0,0,0.2228,0.0528,0.0348,0.1127,0,0,0,0,0,0,0,0,0,0,0,0.0204,0,0
Chris Stapleton,2015,Traveller,"Folk, World, & Country",0,0.0554,0.059,0,0.1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2627,0,0,0.1341,0.1236,0.1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2K,2002,Santa Hooked Me Up,Funk / Soul,4,0.0281,0,0,0.1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1439,0.0359,0.0325,0.0278,0,0,0.0373,0.025,0,0,0,0,0,0,0,0,0,0,0.0395,0.0368,0,0,0,0
Linkin Park,2001,Hybrid Theory,Rock,0,0,0,0,0.2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2866,0.0109,0,0.0085,0.0103,0.0067,0.0299,0.0399,0.0618,0.0094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly Rowland,2013,Talk A Good Game,Hip Hop,1,0.4357,0.1325,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1289,0.097,0.0862,0.0231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tears for Fears,2004,Everybody Loves A Happy Ending (Album Advance),Electronic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138,0.0053,0,0,0,0,0,0,0,0.0192,0,0,0,0,0,0,0,0,0.029,0.026,0.0167,0,0,0,0,0,0,0,0,0,0.0255,0,0
Mac Wiseman,1966,Sincerely,"Folk, World, & Country",1,0.0699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3767,0.1379,0.0713,0.0402,0.0155,0.0208,0,0,0,0,0,0,0,0,0,0,0,0,0.0393,0,0,0,0,0
Madi Diaz,2014,Phantom,Electronic,0,0.0757,0,0,0,0,0,0.2049,0.0954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4398,0.0143,0.0206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Davidson,1970,Everything Is Beautiful,Pop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159,0.0343,0,0.0263,0.0235,0.0074,0.0091,0,0,0.0368,0.0098,0,0,0,0,0,0,0,0,0,0,0,0,0
Chet Atkins,1971,For The Good Times And Other Country Moods,"Folk, World, & Country",1,0.1353,0.0373,0.065,0.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429,0.0596,0,0.0609,0.0058,0,0.1606,0.0635,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene Vincent,1977,"Icarus / The Hollow Men, For Trumpet And String Orchestra",Classical,0,0,0,0,0.1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604,0,0,0,0,0,0.1957,0,0,0.0238,0.0228,0,0,0,0,0.0141,0.0183,0.0179,0,0,0,0,0,0,0.0019,0,0,0,0,0
Country Joe McDonald,1970,Country Joe Welcomes You To Quiet Days In Clichy,Jazz,2,0.1127,0.0891,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1182,0.1321,0,0,0,0,0.0993,0.0232,0,0.0657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wisin Y Yandel,2006,Pa'l Mundo,Reggae,1,0.0436,0.0247,0.017,0.4836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499,0.0133,0,0.0562,0,0,0.0339,0.0238,0.0255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONOR MAYNARD,2012,Contrast,Electronic,1,0.1041,0.067,0,0.5491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684,0.0075,0,0.088,0.0459,0.0301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fictions,2008,Krakatoa,Rock,0,0.1091,0.0772,0.5574,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307,0.0029,0.0112,0,0,0,0.0903,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0
I Set My Friends on Fire,2008,You Can't Spell Slaughter Without Laughter,Electronic,0,0.0111,0,0,0.4941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811,0.051,0,0.0768,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0.0381,0.0303,0.0132,0,0,0,0,0,0
Aiden,2015,Aiden,Rock,0,0.0178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137,0.0204,0,0,0,0,0,0,0,0.0183,0.0205,0.0094,0,0,0,0,0,0,0.0462,0,0
Ice-T,1989,The Iceberg (Freedom Of Speech... Just Watch What You Say),Hip Hop,0,0.0547,0,0,0.0405,0,0,0.0475,0.0128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463,0,0,0.0557,0.0734,0.0383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Z,1998,Vol. 2... Hard Knock Life,Hip Hop,1,0.2394,0.1836,0.0081,0.3074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262,0,0,0.0683,0.0604,0.0305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray J,2011,A Family Business,Hip Hop,4,0.0335,0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3569,0.0722,0,0.1687,0.0621,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,1992,American Pride,"Folk, World, & Country",0,0.4635,0.0536,0,0.1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701,0.0188,0,0.0437,0.0393,0.0356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Breeders,2002,Title TK,Rock,0,0,0,0,0.1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447,0.0053,0.0103,0.0334,0.0402,0.0499,0.0054,0,0,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mac Davis,1973,Mac Davis,"Folk, World, & Country",1,0.5788,0.0013,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507,0,0,0.284,0.0453,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Vandals,2005,Shingo Japanese Remix Album,Electronic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2694,0.1915,0.2585,0.0371,0.0223,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connie Smith,1976,I Don't Wanna Talk It Over Anymore,"Folk, World, & Country",3,0.2144,0.1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1624,0,0,0.0629,0.0611,0.0189,0.0302,0.0181,0,0.0363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Da Brat,1996,Anuthatantrum,Hip Hop,0,0.0182,0.0697,0,0.0162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1028,0.0696,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.0387,0.0088,0.0684,0,0
Blackstreet,1996,Another Level,Hip Hop,0,0.4106,0.1572,0.0029,0.1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563,0,0,0.1266,0.0804,0.057,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amber Pacific,2007,Truth In Sincerity,Rock,0,0,0,0,0.9842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101,0,0,0.0028,0.0011,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Coka Nostra,2016,To Thine Own Self Be True,Hip Hop,0,0,0,0,0.9345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247,0,0,0.0161,0.0176,0.0069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patsy Cline,1999,Duets (Volume I),Pop,1,0.1735,0.0542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1663,0.1149,0.0829,0.103,0.0645,0.0374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conway Twitty,1960,Saturday Night With,Rock,0,0.1796,0.2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566,0,0,0,0,0,0,0,0,0.0193,0.0016,0,0.0508,0.0292,0.0105,0.0135,0,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blow,1982,Tough,Hip Hop,1,0.1073,0.034,0,0.0723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509,0.0041,0.0022,0.2252,0.1742,0.013,0,0,0,0.0577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treat Her Right,1989,Tied To The Tracks,Rock,4,0.2643,0.0208,0,0.0211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339,0.0306,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Webb Pierce,1970,Merry-Go-Round World,"Folk, World, & Country",1,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099,0,0,0,0,0,0.1631,0.0685,0.0646,0.0493,0,0,0,0,0,0.0047,0.0033,0,0,0,0,0,0,0,0.0361,0,0,0,0,0
Country Joe McDonald,,Tonight I'm Singing Just For You,Rock,3,0.1045,0.0281,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1625,0.085,0.0447,0.0443,0.0374,0.0224,0.0441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kid Frost,1992,East Side Story,Hip Hop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441,0.0178,0,0,0,0,0,0,0,0,0,0,0.0999,0.093,0.0124,0,0,0,0.0212,0.0118,0,0,0,0,0.0055,0.0006,0,0,0,0,0,0,0
Deep Purple,,Deep Purple,Rock,0,0.2443,0.0761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774,0.0061,0,0.1577,0.1928,0.1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Big Town,2002,Little Big Town,"Folk, World, & Country",3,0.1623,0.0715,0.036,0.1525,0,0,0.0423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482,0.038,0.0102,0.0175,0,0,0.0284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
